"","date","Price","Quantity","Indicator","latitude","longitude","elev","ws","wd","air_temp","atmos_pres","visibility","dew_point","RH","ceil_hgt","precip_6","season","weekday","month","day","month_name","hour"
"1",2021-01-01 00:30:00,38.04,6846.57,"Before",-33.9,151.1166666,3,7.2,140,20.9,NA,NA,13.4,62.3532100676633,NA,NA,"summer (DJF)","Friday","01","01","Jan","00"
"2",2021-01-01 01:00:00,38.1,6610.45,"Before",-33.9,151.1166666,3,5.1,170,21,NA,NA,12.9,59.9887430247375,NA,NA,"summer (DJF)","Friday","01","01","Jan","01"
"3",2021-01-01 01:30:00,32.26,6268.29,"Before",-33.9,151.1166666,3,5.1,170,21,NA,NA,12.9,59.9887430247375,NA,NA,"summer (DJF)","Friday","01","01","Jan","01"
"4",2021-01-01 02:00:00,32.45,6043.2,"Before",-33.9,151.1166666,3,5.1,150,21.4,NA,NA,12.8,58.1519769150473,NA,NA,"summer (DJF)","Friday","01","01","Jan","02"
"5",2021-01-01 02:30:00,27.76,5826.44,"Before",-33.9,151.1166666,3,5.1,150,21.4,NA,NA,12.8,58.1519769150473,NA,NA,"summer (DJF)","Friday","01","01","Jan","02"
"6",2021-01-01 03:00:00,26.83,5718.76,"Before",-33.9,151.1166666,3,5.7,140,21.1,NA,NA,12.5,58.0847789811968,NA,NA,"summer (DJF)","Friday","01","01","Jan","03"
"7",2021-01-01 03:30:00,25.64,5672.01,"Before",-33.9,151.1166666,3,5.7,140,21.1,NA,NA,12.5,58.0847789811968,NA,NA,"summer (DJF)","Friday","01","01","Jan","03"
"8",2021-01-01 04:00:00,26.31,5611.96,"Before",-33.9,151.1166666,3,6.2,150,20.6,NA,NA,12.1,58.3537438786674,NA,0,"summer (DJF)","Friday","01","01","Jan","04"
"9",2021-01-01 04:30:00,29.42,5652.02,"Before",-33.9,151.1166666,3,6.2,150,20.6,NA,NA,12.1,58.3537438786674,NA,0,"summer (DJF)","Friday","01","01","Jan","04"
"10",2021-01-01 05:00:00,31.15,5658.64,"Before",-33.9,151.1166666,3,4.6,140,20.4,NA,NA,12.9,62.2485548689958,NA,NA,"summer (DJF)","Friday","01","01","Jan","05"
"11",2021-01-01 05:30:00,29.75,5698.43,"Before",-33.9,151.1166666,3,4.6,140,20.4,NA,NA,12.9,62.2485548689958,NA,NA,"summer (DJF)","Friday","01","01","Jan","05"
"12",2021-01-01 06:00:00,25.53,5729.46,"Before",-33.9,151.1166666,3,4.6,130,20.2,NA,NA,12.7,62.2065335236909,NA,NA,"summer (DJF)","Friday","01","01","Jan","06"
"13",2021-01-01 06:30:00,19.57,5743.29,"Before",-33.9,151.1166666,3,4.6,130,20.2,NA,NA,12.7,62.2065335236909,NA,NA,"summer (DJF)","Friday","01","01","Jan","06"
"14",2021-01-01 07:00:00,6.91,5802.88,"Before",-33.9,151.1166666,3,4.1,130,20.1,NA,NA,13.1,64.2437471269482,NA,NA,"summer (DJF)","Friday","01","01","Jan","07"
"15",2021-01-01 07:30:00,20.82,5879.2,"Before",-33.9,151.1166666,3,4.1,130,20.1,NA,NA,13.1,64.2437471269482,NA,NA,"summer (DJF)","Friday","01","01","Jan","07"
"16",2021-01-01 08:00:00,12.79,6027.67,"Before",-33.9,151.1166666,3,3.6,130,18.9,NA,NA,14.2,74.3124414469543,NA,NA,"summer (DJF)","Friday","01","01","Jan","08"
"17",2021-01-01 08:30:00,20.69,6136.85,"Before",-33.9,151.1166666,3,3.6,130,18.9,NA,NA,14.2,74.3124414469543,NA,NA,"summer (DJF)","Friday","01","01","Jan","08"
"18",2021-01-01 09:00:00,26.99,6221.94,"Before",-33.9,151.1166666,3,3.6,140,18.5,NA,NA,13.6,73.2965167834846,NA,NA,"summer (DJF)","Friday","01","01","Jan","09"
"19",2021-01-01 09:30:00,31.89,6272.68,"Before",-33.9,151.1166666,3,3.6,140,18.5,NA,NA,13.6,73.2965167834846,NA,NA,"summer (DJF)","Friday","01","01","Jan","09"
"20",2021-01-01 10:00:00,30.53,6309.57,"Before",-33.9,151.1166666,3,1,140,18,NA,NA,13.5,75.1369212118899,NA,NA,"summer (DJF)","Friday","01","01","Jan","10"
"21",2021-01-01 10:30:00,27.17,6320.25,"Before",-33.9,151.1166666,3,1,140,18,NA,NA,13.5,75.1369212118899,NA,NA,"summer (DJF)","Friday","01","01","Jan","10"
"22",2021-01-01 11:00:00,27.81,6389.92,"Before",-33.9,151.1166666,3,2.6,170,17.8,NA,NA,14.1,79.0870595438732,NA,NA,"summer (DJF)","Friday","01","01","Jan","11"
"23",2021-01-01 11:30:00,27.66,6413.93,"Before",-33.9,151.1166666,3,2.6,170,17.8,NA,NA,14.1,79.0870595438732,NA,NA,"summer (DJF)","Friday","01","01","Jan","11"
"24",2021-01-01 12:00:00,31.01,6480.05,"Before",-33.9,151.1166666,3,1,270,17.8,NA,NA,14.5,81.1458351896613,NA,NA,"summer (DJF)","Friday","01","01","Jan","12"
"25",2021-01-01 12:30:00,33.34,6498.82,"Before",-33.9,151.1166666,3,1,270,17.8,NA,NA,14.5,81.1458351896613,NA,NA,"summer (DJF)","Friday","01","01","Jan","12"
"26",2021-01-01 13:00:00,32.54,6454.81,"Before",-33.9,151.1166666,3,1,290,17.3,NA,NA,14.4,83.1969167162514,NA,NA,"summer (DJF)","Friday","01","01","Jan","13"
"27",2021-01-01 13:30:00,30.23,6472.46,"Before",-33.9,151.1166666,3,1,290,17.3,NA,NA,14.4,83.1969167162514,NA,NA,"summer (DJF)","Friday","01","01","Jan","13"
"28",2021-01-01 14:00:00,32.5,6454.1,"Before",-33.9,151.1166666,3,2.1,270,17.6,NA,NA,12.9,74.1069770959008,NA,NA,"summer (DJF)","Friday","01","01","Jan","14"
"29",2021-01-01 14:30:00,31.1,6432.7,"Before",-33.9,151.1166666,3,2.1,270,17.6,NA,NA,12.9,74.1069770959008,NA,NA,"summer (DJF)","Friday","01","01","Jan","14"
"30",2021-01-01 15:00:00,32.5,6473.49,"Before",-33.9,151.1166666,3,1.5,280,17.4,NA,NA,13.3,77.0166237776129,NA,NA,"summer (DJF)","Friday","01","01","Jan","15"
"31",2021-01-01 15:30:00,32.79,6543.97,"Before",-33.9,151.1166666,3,1.5,280,17.4,NA,NA,13.3,77.0166237776129,NA,NA,"summer (DJF)","Friday","01","01","Jan","15"
"32",2021-01-01 16:00:00,37.3,6766.8,"Before",-33.9,151.1166666,3,0.5,290,17.2,NA,NA,13.3,77.9918260258342,NA,0,"summer (DJF)","Friday","01","01","Jan","16"
"33",2021-01-01 16:30:00,36.04,6901.48,"Before",-33.9,151.1166666,3,0.5,290,17.2,NA,NA,13.3,77.9918260258342,NA,0,"summer (DJF)","Friday","01","01","Jan","16"
"34",2021-01-01 17:00:00,39.73,7129.04,"Before",-33.9,151.1166666,3,1.5,280,17.1,NA,NA,13.4,78.9939835608954,NA,NA,"summer (DJF)","Friday","01","01","Jan","17"
"35",2021-01-01 17:30:00,34.97,7198.09,"Before",-33.9,151.1166666,3,1.5,280,17.1,NA,NA,13.4,78.9939835608954,NA,NA,"summer (DJF)","Friday","01","01","Jan","17"
"36",2021-01-01 18:00:00,36.67,7209.93,"Before",-33.9,151.1166666,3,2.6,290,17.1,NA,NA,13.6,80.0216169489981,NA,NA,"summer (DJF)","Friday","01","01","Jan","18"
"37",2021-01-01 18:30:00,38.33,7180.9,"Before",-33.9,151.1166666,3,2.6,290,17.1,NA,NA,13.6,80.0216169489981,NA,NA,"summer (DJF)","Friday","01","01","Jan","18"
"38",2021-01-01 19:00:00,38.46,7139.7,"Before",-33.9,151.1166666,3,2.1,260,16.7,NA,NA,14.5,86.9563655128256,NA,NA,"summer (DJF)","Friday","01","01","Jan","19"
"39",2021-01-01 19:30:00,38.79,7204.52,"Before",-33.9,151.1166666,3,2.1,260,16.7,NA,NA,14.5,86.9563655128256,NA,NA,"summer (DJF)","Friday","01","01","Jan","19"
"40",2021-01-01 20:00:00,39.04,7191.28,"Before",-33.9,151.1166666,3,2.1,290,17,NA,NA,15.2,89.2324006890501,NA,NA,"summer (DJF)","Friday","01","01","Jan","20"
"41",2021-01-01 20:30:00,38.32,7069.48,"Before",-33.9,151.1166666,3,2.1,290,17,NA,NA,15.2,89.2324006890501,NA,NA,"summer (DJF)","Friday","01","01","Jan","20"
"42",2021-01-01 21:00:00,36.13,6956.96,"Before",-33.9,151.1166666,3,2.1,270,17.3,NA,NA,15.1,87.0082758297108,NA,NA,"summer (DJF)","Friday","01","01","Jan","21"
"43",2021-01-01 21:30:00,37.29,6975.47,"Before",-33.9,151.1166666,3,2.1,270,17.3,NA,NA,15.1,87.0082758297108,NA,NA,"summer (DJF)","Friday","01","01","Jan","21"
"44",2021-01-01 22:00:00,35.9,6944,"Before",-33.9,151.1166666,3,2.6,260,17.3,NA,6000,16,92.1325304838146,NA,NA,"summer (DJF)","Friday","01","01","Jan","22"
"45",2021-01-01 22:30:00,37.02,6946.88,"Before",-33.9,151.1166666,3,2.6,260,17.3,NA,6000,16,92.1325304838146,NA,NA,"summer (DJF)","Friday","01","01","Jan","22"
"46",2021-01-01 23:00:00,35.92,6876.3,"Before",-33.9,151.1166666,3,2.6,220,18,NA,NA,16.5,91.0141081132914,NA,NA,"summer (DJF)","Friday","01","01","Jan","23"
"47",2021-01-01 23:30:00,36.81,6773.9,"Before",-33.9,151.1166666,3,2.6,220,18,NA,NA,16.5,91.0141081132914,NA,NA,"summer (DJF)","Friday","01","01","Jan","23"
"48",2021-01-02 00:00:00,37.12,6683.78,"Before",-33.9,151.1166666,3,3.1,170,19.2,NA,NA,15.5,79.2707710190013,NA,NA,"summer (DJF)","Saturday","01","02","Jan","00"
"49",2021-01-02 00:30:00,36.04,6503.73,"Before",-33.9,151.1166666,3,3.1,170,19.2,NA,NA,15.5,79.2707710190013,NA,NA,"summer (DJF)","Saturday","01","02","Jan","00"
"50",2021-01-02 01:00:00,35.29,6331.09,"Before",-33.9,151.1166666,3,2.6,190,20.6,NA,NA,16,75.0517191702887,NA,NA,"summer (DJF)","Saturday","01","02","Jan","01"
"51",2021-01-02 01:30:00,29.7,6047.75,"Before",-33.9,151.1166666,3,2.6,190,20.6,NA,NA,16,75.0517191702887,NA,NA,"summer (DJF)","Saturday","01","02","Jan","01"
"52",2021-01-02 02:00:00,24.62,5823.83,"Before",-33.9,151.1166666,3,3.6,170,22.1,NA,NA,16.8,72.0278170612405,NA,NA,"summer (DJF)","Saturday","01","02","Jan","02"
"53",2021-01-02 02:30:00,26.28,5692.4,"Before",-33.9,151.1166666,3,3.6,170,22.1,NA,NA,16.8,72.0278170612405,NA,NA,"summer (DJF)","Saturday","01","02","Jan","02"
"54",2021-01-02 03:00:00,25.4,5596.09,"Before",-33.9,151.1166666,3,3.1,170,21.6,NA,NA,16.3,71.9452638821285,NA,NA,"summer (DJF)","Saturday","01","02","Jan","03"
"55",2021-01-02 03:30:00,24.92,5564.77,"Before",-33.9,151.1166666,3,3.1,170,21.6,NA,NA,16.3,71.9452638821285,NA,NA,"summer (DJF)","Saturday","01","02","Jan","03"
"56",2021-01-02 04:00:00,28.55,5590.97,"Before",-33.9,151.1166666,3,4.6,110,20.6,NA,NA,16.8,78.9515672356498,NA,0.2,"summer (DJF)","Saturday","01","02","Jan","04"
"57",2021-01-02 04:30:00,30.77,5624.38,"Before",-33.9,151.1166666,3,4.6,110,20.6,NA,NA,16.8,78.9515672356498,NA,0.2,"summer (DJF)","Saturday","01","02","Jan","04"
"58",2021-01-02 05:00:00,31.14,5665.22,"Before",-33.9,151.1166666,3,3.6,130,20.7,NA,NA,17.5,82.0030583724574,NA,NA,"summer (DJF)","Saturday","01","02","Jan","05"
"59",2021-01-02 05:30:00,35.61,5771.04,"Before",-33.9,151.1166666,3,3.6,130,20.7,NA,NA,17.5,82.0030583724574,NA,NA,"summer (DJF)","Saturday","01","02","Jan","05"
"60",2021-01-02 06:00:00,27.3,5842.75,"Before",-33.9,151.1166666,3,3.1,150,20.9,NA,NA,17.5,81.002898690397,NA,NA,"summer (DJF)","Saturday","01","02","Jan","06"
"61",2021-01-02 06:30:00,26.74,5941.01,"Before",-33.9,151.1166666,3,3.1,150,20.9,NA,NA,17.5,81.002898690397,NA,NA,"summer (DJF)","Saturday","01","02","Jan","06"
"62",2021-01-02 07:00:00,28.03,6138.31,"Before",-33.9,151.1166666,3,3.1,130,19.8,NA,6000,18.3,91.1217326589194,NA,NA,"summer (DJF)","Saturday","01","02","Jan","07"
"63",2021-01-02 07:30:00,31.14,6291.59,"Before",-33.9,151.1166666,3,3.1,130,19.8,NA,6000,18.3,91.1217326589194,NA,NA,"summer (DJF)","Saturday","01","02","Jan","07"
"64",2021-01-02 08:00:00,32.67,6405.82,"Before",-33.9,151.1166666,3,2.1,10,19.7,NA,NA,18.5,92.8352081773006,NA,NA,"summer (DJF)","Saturday","01","02","Jan","08"
"65",2021-01-02 08:30:00,33.75,6580.84,"Before",-33.9,151.1166666,3,2.1,10,19.7,NA,NA,18.5,92.8352081773006,NA,NA,"summer (DJF)","Saturday","01","02","Jan","08"
"66",2021-01-02 09:00:00,35.03,6649.54,"Before",-33.9,151.1166666,3,2.1,70,19.4,NA,NA,18.7,95.7553223574054,NA,NA,"summer (DJF)","Saturday","01","02","Jan","09"
"67",2021-01-02 09:30:00,34.53,6633.79,"Before",-33.9,151.1166666,3,2.1,70,19.4,NA,NA,18.7,95.7553223574054,NA,NA,"summer (DJF)","Saturday","01","02","Jan","09"
"68",2021-01-02 10:00:00,32.23,6532.3,"Before",-33.9,151.1166666,3,2.6,80,19.4,NA,6000,18.9,96.951687858646,NA,1,"summer (DJF)","Saturday","01","02","Jan","10"
"69",2021-01-02 10:30:00,32.46,6604.48,"Before",-33.9,151.1166666,3,2.6,80,19.4,NA,6000,18.9,96.951687858646,NA,1,"summer (DJF)","Saturday","01","02","Jan","10"
"70",2021-01-02 11:00:00,25.21,6497.37,"Before",-33.9,151.1166666,3,3.1,70,19.3,NA,NA,18.6,95.7524251928445,NA,NA,"summer (DJF)","Saturday","01","02","Jan","11"
"71",2021-01-02 11:30:00,23.87,6458.64,"Before",-33.9,151.1166666,3,3.1,70,19.3,NA,NA,18.6,95.7524251928445,NA,NA,"summer (DJF)","Saturday","01","02","Jan","11"
"72",2021-01-02 12:00:00,25.85,6483.52,"Before",-33.9,151.1166666,3,1,60,19.5,NA,NA,18.8,95.7582155731152,NA,NA,"summer (DJF)","Saturday","01","02","Jan","12"
"73",2021-01-02 12:30:00,20.94,6442.91,"Before",-33.9,151.1166666,3,1,60,19.5,NA,NA,18.8,95.7582155731152,NA,NA,"summer (DJF)","Saturday","01","02","Jan","12"
"74",2021-01-02 13:00:00,13.56,6488.69,"Before",-33.9,151.1166666,3,1.5,80,19.5,NA,NA,18.7,95.1652873163357,NA,NA,"summer (DJF)","Saturday","01","02","Jan","13"
"75",2021-01-02 13:30:00,20.98,6477.32,"Before",-33.9,151.1166666,3,1.5,80,19.5,NA,NA,18.7,95.1652873163357,NA,NA,"summer (DJF)","Saturday","01","02","Jan","13"
"76",2021-01-02 14:00:00,24.17,6595.2,"Before",-33.9,151.1166666,3,0,NA,19.6,NA,NA,18.8,95.1685714539232,NA,NA,"summer (DJF)","Saturday","01","02","Jan","14"
"77",2021-01-02 14:30:00,29.59,6693.18,"Before",-33.9,151.1166666,3,0,NA,19.6,NA,NA,18.8,95.1685714539232,NA,NA,"summer (DJF)","Saturday","01","02","Jan","14"
"78",2021-01-02 15:00:00,33.85,6793.34,"Before",-33.9,151.1166666,3,1.5,50,19.6,NA,NA,18.6,93.9931214234841,NA,NA,"summer (DJF)","Saturday","01","02","Jan","15"
"79",2021-01-02 15:30:00,32.31,6863.36,"Before",-33.9,151.1166666,3,1.5,50,19.6,NA,NA,18.6,93.9931214234841,NA,NA,"summer (DJF)","Saturday","01","02","Jan","15"
"80",2021-01-02 16:00:00,33.24,7045.92,"Before",-33.9,151.1166666,3,2.1,70,19.6,NA,3000,18.9,95.7611048480408,NA,0.6,"summer (DJF)","Saturday","01","02","Jan","16"
"81",2021-01-02 16:30:00,32.02,7180.58,"Before",-33.9,151.1166666,3,2.1,70,19.6,NA,3000,18.9,95.7611048480408,NA,0.6,"summer (DJF)","Saturday","01","02","Jan","16"
"82",2021-01-02 17:00:00,37.29,7326.35,"Before",-33.9,151.1166666,3,1.5,100,19.6,NA,NA,19.3,98.163644507594,NA,NA,"summer (DJF)","Saturday","01","02","Jan","17"
"83",2021-01-02 17:30:00,37.32,7476.32,"Before",-33.9,151.1166666,3,1.5,100,19.6,NA,NA,19.3,98.163644507594,NA,NA,"summer (DJF)","Saturday","01","02","Jan","17"
"84",2021-01-02 18:00:00,38.46,7580.57,"Before",-33.9,151.1166666,3,1.5,100,19.7,NA,NA,19.5,98.7733035899546,NA,NA,"summer (DJF)","Saturday","01","02","Jan","18"
"85",2021-01-02 18:30:00,38.59,7556.35,"Before",-33.9,151.1166666,3,1.5,100,19.7,NA,NA,19.5,98.7733035899546,NA,NA,"summer (DJF)","Saturday","01","02","Jan","18"
"86",2021-01-02 19:00:00,38.17,7505.99,"Before",-33.9,151.1166666,3,3.1,70,20.1,NA,5000,19.8,98.16994551304,NA,NA,"summer (DJF)","Saturday","01","02","Jan","19"
"87",2021-01-02 19:30:00,38.28,7447.38,"Before",-33.9,151.1166666,3,3.1,70,20.1,NA,5000,19.8,98.16994551304,NA,NA,"summer (DJF)","Saturday","01","02","Jan","19"
"88",2021-01-02 20:00:00,31.82,7348.5,"Before",-33.9,151.1166666,3,2.6,60,20.3,NA,NA,20.1,98.7783612341342,NA,NA,"summer (DJF)","Saturday","01","02","Jan","20"
"89",2021-01-02 20:30:00,35.94,7234.87,"Before",-33.9,151.1166666,3,2.6,60,20.3,NA,NA,20.1,98.7783612341342,NA,NA,"summer (DJF)","Saturday","01","02","Jan","20"
"90",2021-01-02 21:00:00,33.17,7112.89,"Before",-33.9,151.1166666,3,2.1,50,20.6,NA,NA,20.3,98.1762034268348,NA,NA,"summer (DJF)","Saturday","01","02","Jan","21"
"91",2021-01-02 21:30:00,32.85,7049.11,"Before",-33.9,151.1166666,3,2.1,50,20.6,NA,NA,20.3,98.1762034268348,NA,NA,"summer (DJF)","Saturday","01","02","Jan","21"
"92",2021-01-02 22:00:00,28.21,7005.6,"Before",-33.9,151.1166666,3,2.1,60,20.7,NA,4000,20,95.7926290656849,NA,NA,"summer (DJF)","Saturday","01","02","Jan","22"
"93",2021-01-02 22:30:00,34.45,7004.8,"Before",-33.9,151.1166666,3,2.1,60,20.7,NA,4000,20,95.7926290656849,NA,NA,"summer (DJF)","Saturday","01","02","Jan","22"
"94",2021-01-02 23:00:00,35.4,6883.13,"Before",-33.9,151.1166666,3,1,340,21.5,NA,NA,21.3,98.7883524318941,NA,NA,"summer (DJF)","Saturday","01","02","Jan","23"
"95",2021-01-02 23:30:00,36.42,6691.83,"Before",-33.9,151.1166666,3,1,340,21.5,NA,NA,21.3,98.7883524318941,NA,NA,"summer (DJF)","Saturday","01","02","Jan","23"
"96",2021-01-03 00:00:00,36.97,6617.58,"Before",-33.9,151.1166666,3,1.5,10,22,NA,NA,21.3,95.8292858049004,NA,NA,"summer (DJF)","Sunday","01","03","Jan","00"
"97",2021-01-03 00:30:00,37.36,6431.4,"Before",-33.9,151.1166666,3,1.5,10,22,NA,NA,21.3,95.8292858049004,NA,NA,"summer (DJF)","Sunday","01","03","Jan","00"
"98",2021-01-03 01:00:00,37.23,6270.56,"Before",-33.9,151.1166666,3,3.6,40,23.1,NA,NA,19.7,81.261107259027,NA,NA,"summer (DJF)","Sunday","01","03","Jan","01"
"99",2021-01-03 01:30:00,33.85,6047.7,"Before",-33.9,151.1166666,3,3.6,40,23.1,NA,NA,19.7,81.261107259027,NA,NA,"summer (DJF)","Sunday","01","03","Jan","01"
"100",2021-01-03 02:00:00,31.7,5829.74,"Before",-33.9,151.1166666,3,3.1,310,24.2,NA,NA,19.5,75.1176721450991,NA,NA,"summer (DJF)","Sunday","01","03","Jan","02"
"101",2021-01-03 02:30:00,31.96,5755.25,"Before",-33.9,151.1166666,3,3.1,310,24.2,NA,NA,19.5,75.1176721450991,NA,NA,"summer (DJF)","Sunday","01","03","Jan","02"
"102",2021-01-03 03:00:00,30.83,5706.31,"Before",-33.9,151.1166666,3,4.1,60,25,NA,NA,20.3,75.2348856129447,NA,NA,"summer (DJF)","Sunday","01","03","Jan","03"
"103",2021-01-03 03:30:00,24.95,5685.03,"Before",-33.9,151.1166666,3,4.1,60,25,NA,NA,20.3,75.2348856129447,NA,NA,"summer (DJF)","Sunday","01","03","Jan","03"
"104",2021-01-03 04:00:00,29.55,5694.49,"Before",-33.9,151.1166666,3,5.7,80,25.2,NA,NA,19.1,69.0180221693788,NA,2,"summer (DJF)","Sunday","01","03","Jan","04"
"105",2021-01-03 04:30:00,35.85,5776.14,"Before",-33.9,151.1166666,3,5.7,80,25.2,NA,NA,19.1,69.0180221693788,NA,2,"summer (DJF)","Sunday","01","03","Jan","04"
"106",2021-01-03 05:00:00,35.98,5822.4,"Before",-33.9,151.1166666,3,4.6,50,24.5,NA,NA,19.1,71.9687198690952,NA,NA,"summer (DJF)","Sunday","01","03","Jan","05"
"107",2021-01-03 05:30:00,35.63,5854.24,"Before",-33.9,151.1166666,3,4.6,50,24.5,NA,NA,19.1,71.9687198690952,NA,NA,"summer (DJF)","Sunday","01","03","Jan","05"
"108",2021-01-03 06:00:00,33.71,5899.58,"Before",-33.9,151.1166666,3,3.6,40,24.6,NA,NA,19.7,74.2521748576342,NA,NA,"summer (DJF)","Sunday","01","03","Jan","06"
"109",2021-01-03 06:30:00,27.77,5938.98,"Before",-33.9,151.1166666,3,3.6,40,24.6,NA,NA,19.7,74.2521748576342,NA,NA,"summer (DJF)","Sunday","01","03","Jan","06"
"110",2021-01-03 07:00:00,32.83,6111.92,"Before",-33.9,151.1166666,3,3.6,80,24.5,NA,NA,19.3,72.8686689422957,NA,NA,"summer (DJF)","Sunday","01","03","Jan","07"
"111",2021-01-03 07:30:00,31.12,6298.19,"Before",-33.9,151.1166666,3,3.6,80,24.5,NA,NA,19.3,72.8686689422957,NA,NA,"summer (DJF)","Sunday","01","03","Jan","07"
"112",2021-01-03 08:00:00,33.09,6503,"Before",-33.9,151.1166666,3,3.6,50,23.9,NA,NA,18.8,73.2285442346241,NA,NA,"summer (DJF)","Sunday","01","03","Jan","08"
"113",2021-01-03 08:30:00,36.98,6699.33,"Before",-33.9,151.1166666,3,3.6,50,23.9,NA,NA,18.8,73.2285442346241,NA,NA,"summer (DJF)","Sunday","01","03","Jan","08"
"114",2021-01-03 09:00:00,36.14,6852.16,"Before",-33.9,151.1166666,3,3.6,40,23.2,NA,NA,19.2,78.3082040382775,NA,NA,"summer (DJF)","Sunday","01","03","Jan","09"
"115",2021-01-03 09:30:00,36.82,6914.47,"Before",-33.9,151.1166666,3,3.6,40,23.2,NA,NA,19.2,78.3082040382775,NA,NA,"summer (DJF)","Sunday","01","03","Jan","09"
"116",2021-01-03 10:00:00,32.13,6799.54,"Before",-33.9,151.1166666,3,2.6,40,22.6,NA,NA,19.2,81.2030393086454,NA,0,"summer (DJF)","Sunday","01","03","Jan","10"
"117",2021-01-03 10:30:00,16.52,6691.28,"Before",-33.9,151.1166666,3,2.6,40,22.6,NA,NA,19.2,81.2030393086454,NA,0,"summer (DJF)","Sunday","01","03","Jan","10"
"118",2021-01-03 11:00:00,17.23,6749.7,"Before",-33.9,151.1166666,3,1.5,30,21.8,NA,NA,19.2,85.2474130797021,NA,NA,"summer (DJF)","Sunday","01","03","Jan","11"
"119",2021-01-03 11:30:00,21.4,6738.09,"Before",-33.9,151.1166666,3,1.5,30,21.8,NA,NA,19.2,85.2474130797021,NA,NA,"summer (DJF)","Sunday","01","03","Jan","11"
"120",2021-01-03 12:00:00,14.82,6590.39,"Before",-33.9,151.1166666,3,0,NA,20.7,NA,NA,19.2,91.1745846235156,NA,NA,"summer (DJF)","Sunday","01","03","Jan","12"
"121",2021-01-03 12:30:00,5.96,6470.92,"Before",-33.9,151.1166666,3,0,NA,20.7,NA,NA,19.2,91.1745846235156,NA,NA,"summer (DJF)","Sunday","01","03","Jan","12"
"122",2021-01-03 13:00:00,6.25,6358.02,"Before",-33.9,151.1166666,3,0,NA,20.4,NA,NA,19.4,94.0254110807951,NA,NA,"summer (DJF)","Sunday","01","03","Jan","13"
"123",2021-01-03 13:30:00,-1.26,6249.14,"Before",-33.9,151.1166666,3,0,NA,20.4,NA,NA,19.4,94.0254110807951,NA,NA,"summer (DJF)","Sunday","01","03","Jan","13"
"124",2021-01-03 14:00:00,2.96,6450.78,"Before",-33.9,151.1166666,3,0,NA,19.6,NA,NA,18.8,95.1685714539232,NA,NA,"summer (DJF)","Sunday","01","03","Jan","14"
"125",2021-01-03 14:30:00,11.36,6648.96,"Before",-33.9,151.1166666,3,0,NA,19.6,NA,NA,18.8,95.1685714539232,NA,NA,"summer (DJF)","Sunday","01","03","Jan","14"
"126",2021-01-03 15:00:00,15.74,6935.51,"Before",-33.9,151.1166666,3,0,NA,19.2,NA,NA,18.5,95.7495240713438,NA,NA,"summer (DJF)","Sunday","01","03","Jan","15"
"127",2021-01-03 15:30:00,23.48,7046.32,"Before",-33.9,151.1166666,3,0,NA,19.2,NA,NA,18.5,95.7495240713438,NA,NA,"summer (DJF)","Sunday","01","03","Jan","15"
"128",2021-01-03 16:00:00,21.42,7245.42,"Before",-33.9,151.1166666,3,0,NA,19.4,NA,NA,19.4,100,NA,0,"summer (DJF)","Sunday","01","03","Jan","16"
"129",2021-01-03 16:30:00,25.02,7359.59,"Before",-33.9,151.1166666,3,0,NA,19.4,NA,NA,19.4,100,NA,0,"summer (DJF)","Sunday","01","03","Jan","16"
"130",2021-01-03 17:00:00,33.13,7658.95,"Before",-33.9,151.1166666,3,1,50,18.7,NA,NA,18.2,96.9369831960434,NA,NA,"summer (DJF)","Sunday","01","03","Jan","17"
"131",2021-01-03 17:30:00,36.89,7878.84,"Before",-33.9,151.1166666,3,1,50,18.7,NA,NA,18.2,96.9369831960434,NA,NA,"summer (DJF)","Sunday","01","03","Jan","17"
"132",2021-01-03 18:00:00,37.28,8052.25,"Before",-33.9,151.1166666,3,0,NA,18.9,NA,NA,18.9,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","18"
"133",2021-01-03 18:30:00,38.33,8039.83,"Before",-33.9,151.1166666,3,0,NA,18.9,NA,NA,18.9,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","18"
"134",2021-01-03 19:00:00,38.55,7983.51,"Before",-33.9,151.1166666,3,0,NA,18.7,NA,NA,18.7,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","19"
"135",2021-01-03 19:30:00,38.44,7994.15,"Before",-33.9,151.1166666,3,0,NA,18.7,NA,NA,18.7,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","19"
"136",2021-01-03 20:00:00,37.73,7964.03,"Before",-33.9,151.1166666,3,0,NA,19.8,NA,NA,19.8,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","20"
"137",2021-01-03 20:30:00,37.13,7855.28,"Before",-33.9,151.1166666,3,0,NA,19.8,NA,NA,19.8,100,NA,NA,"summer (DJF)","Sunday","01","03","Jan","20"
"138",2021-01-03 21:00:00,36.38,7610.07,"Before",-33.9,151.1166666,3,0,NA,21.3,NA,NA,21,98.184892949795,NA,NA,"summer (DJF)","Sunday","01","03","Jan","21"
"139",2021-01-03 21:30:00,35.08,7475.48,"Before",-33.9,151.1166666,3,0,NA,21.3,NA,NA,21,98.184892949795,NA,NA,"summer (DJF)","Sunday","01","03","Jan","21"
