YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2021,1,1,10,21.5,15.89,18.69,268.07,986.67,0.2,0.08,22.18,141.5,453.02,22.15,0.77,3.85
2021,1,1,11,21.45,15.83,18.64,282.23,1046.25,0.2,0.08,12.7,150.4,479.77,23.39,0.84,4.35
2021,1,1,12,21.19,15.76,18.48,277.52,1042.75,0.2,0.08,13.26,148.7,477.92,23.16,0.83,4.3
2021,1,1,13,20.94,15.65,18.29,174.48,976.52,0.13,0.07,23.14,96.9,447.9,15.58,0.52,2.58
2021,1,1,14,20.69,15.52,18.11,201.67,851.42,0.17,0.08,35.14,104.83,391.12,16.41,0.51,2.58
2021,1,1,15,20.44,15.42,17.93,126.24,678.15,0.13,0.07,47.55,65.8,312.05,10.49,0.27,1.4
2021,1,1,16,20.17,15.39,17.78,109.22,471.15,0.16,0.07,59.95,53.23,216.58,8.28,0.16,0.77
2021,1,1,17,19.87,15.47,17.67,43.46,253,0.1,0.05,72.1,19,115.08,2.91,0.03,0.15
2021,1,1,18,19.58,15.52,17.55,22.64,61,0.15,0.05,83.81,9.65,26.45,1.43,0.01,0.02
2021,1,1,19,19.4,15.42,17.41,0,0,-999,-999,-999,0,0,0,0,0
2021,1,1,20,19.3,15.31,17.31,0,0,-999,-999,-999,0,0,0,0,0
2021,1,1,21,19.2,15.19,17.19,0,0,-999,-999,-999,0,0,0,0,0
2021,1,1,22,19.12,15.12,17.12,0,0,-999,-999,-999,0,0,0,0,0
2021,1,1,23,19.09,15.15,17.12,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,0,19.09,15.15,17.12,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,1,19.05,15.12,17.08,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,2,19,15.18,17.08,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,3,18.98,15.28,17.13,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,4,18.99,15.37,17.18,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,5,19.37,15.63,17.51,33.48,73.38,0.2,0.07,82.89,14.6,32.25,1.87,0.01,0.02
2021,1,2,6,19.91,15.69,17.8,91.92,270.88,0.2,0.06,71.21,42.42,124.52,6.15,0.07,0.33
2021,1,2,7,20.2,15.55,17.87,175.14,488.92,0.24,0.07,59.03,84.12,226.52,12.43,0.24,1.17
2021,1,2,8,20.51,15.44,17.98,234,693.35,0.24,0.08,46.62,117.67,320.9,17.95,0.47,2.42
2021,1,2,9,20.64,15.51,18.07,286.14,862.45,0.24,0.08,34.23,147,398.08,22.84,0.71,3.62
2021,1,2,10,20.72,15.64,18.18,360.64,981.9,0.27,0.08,22.32,184.48,451.6,28.26,0.98,4.9
2021,1,2,11,20.69,15.81,18.26,390.66,1041.73,0.28,0.08,12.82,204.48,478.62,31.56,1.13,5.85
2021,1,2,12,20.64,16.01,18.33,422.37,1037.77,0.3,0.08,13.27,217.6,476.5,33.39,1.2,6.15
2021,1,2,13,20.62,16.18,18.4,328.75,971.23,0.25,0.08,23.1,169.8,446.38,26.32,0.91,4.5
2021,1,2,14,20.63,16.34,18.49,235.16,846.55,0.2,0.08,35.08,121.8,389.8,19.16,0.6,3.08
2021,1,2,15,20.6,16.59,18.59,195.16,673.08,0.2,0.08,47.49,98.55,310.45,15.32,0.41,2.08
2021,1,2,16,20.47,16.84,18.65,138.68,466.4,0.2,0.07,59.88,67.02,214.9,10.15,0.19,0.92
2021,1,2,17,20.3,17.04,18.67,63.12,247.92,0.15,0.05,72.05,28.62,112.85,4.27,0.04,0.2
2021,1,2,18,20.01,17.27,18.65,47.34,58.8,0.31,0.09,83.77,19.73,25.65,2.39,0.01,0.02
2021,1,2,19,19.64,17.52,18.58,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,20,19.54,17.78,18.65,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,21,19.51,17.99,18.75,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,22,19.52,18.17,18.85,0,0,-999,-999,-999,0,0,0,0,0
2021,1,2,23,19.5,18.29,18.9,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,0,19.53,18.42,18.98,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,1,19.66,18.57,19.12,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,2,19.83,18.73,19.28,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,3,20.07,19.01,19.54,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,4,20.31,19.25,19.78,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,5,20.6,19.52,20.06,17.05,64.85,0.1,0.06,83.05,8.05,28.42,1.02,0,0.02
2021,1,3,6,20.92,19.85,20.38,85.38,249.67,0.19,0.05,71.35,40.05,113.65,5.89,0.06,0.3
2021,1,3,7,21.04,20.05,20.55,170.64,464.6,0.23,0.07,59.16,84.45,214.55,12.49,0.24,1.17
2021,1,3,8,21.26,20.12,20.69,293.21,670.17,0.3,0.08,46.77,146.65,310.38,21.69,0.58,2.98
2021,1,3,9,21.76,19.9,20.83,316.38,841.05,0.27,0.08,34.37,160.95,389.38,24.41,0.78,3.98
2021,1,3,10,22.53,19.65,21.09,524.17,962.77,0.41,0.08,22.45,260.92,444.85,38.13,1.33,6.65
2021,1,3,11,23.37,19.58,21.48,465.75,1023.9,0.34,0.08,12.95,241.08,473.1,36.03,1.34,6.95
2021,1,3,12,23.84,19.63,21.74,466.19,1021.83,0.34,0.08,13.3,234.8,472.23,35.1,1.29,6.67
2021,1,3,13,23.98,19.71,21.84,572.87,957.52,0.45,0.08,23.06,279.73,443.3,40.4,1.4,7.02
2021,1,3,14,23.93,19.76,21.85,496.48,835.6,0.43,0.08,35.03,237.35,387.77,34.04,1.05,5.42
2021,1,3,15,23.65,19.91,21.79,465.25,666.17,0.49,0.08,47.43,220.65,310,30.42,0.77,4.02
2021,1,3,16,23.24,20.12,21.69,306.55,466.42,0.43,0.08,59.84,141.67,217.23,18.77,0.34,1.67
2021,1,3,17,22.74,20.35,21.55,157.55,253.02,0.36,0.07,72.01,70.8,117.1,9.06,0.09,0.45
2021,1,3,18,22.19,20.6,21.4,37.03,62.42,0.24,0.06,83.73,15.98,27.5,2.14,0.01,0.02
2021,1,3,19,21.88,20.76,21.32,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,20,21.83,20.88,21.36,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,21,21.83,20.96,21.4,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,22,21.83,21,21.41,0,0,-999,-999,-999,0,0,0,0,0
2021,1,3,23,21.8,21.02,21.41,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,0,21.76,21.01,21.39,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,1,21.66,20.97,21.31,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,2,21.48,20.81,21.15,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,3,21.32,20.68,21,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,4,21.16,20.51,20.83,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,5,21.23,20.46,20.85,39.52,67.83,0.23,0.05,83.21,17.73,29.33,2.43,0.01,0.05
2021,1,4,6,21.55,20.56,21.05,140.11,262.7,0.31,0.06,71.49,64.45,119.8,8.99,0.09,0.48
2021,1,4,7,21.82,20.66,21.24,282.11,482.35,0.39,0.08,59.3,133.35,223.05,18.59,0.36,1.77
2021,1,4,8,22.9,20.86,21.88,436.34,688.4,0.45,0.09,46.9,209.45,318.92,29.24,0.77,4.08
2021,1,4,9,24.14,20.21,22.18,587.53,855.75,0.51,0.08,34.51,280.08,395.65,38.88,1.24,6.35
2021,1,4,10,24.53,19.97,22.25,701.34,980.38,0.54,0.08,22.6,338.02,452.08,46.91,1.66,8.33
2021,1,4,11,24.33,20.3,22.32,325.35,1037.92,0.23,0.08,13.09,172.75,478.7,26.88,1,5.23
2021,1,4,12,24.25,20.39,22.32,410.65,1035.05,0.3,0.08,13.34,210.27,477.52,32.04,1.2,6.25
2021,1,4,13,24,20.51,22.25,601.69,968.45,0.46,0.08,23.03,290.52,448.55,42.71,1.54,7.75
2021,1,4,14,23.87,20.65,22.26,203.32,843.62,0.18,0.08,34.98,104.33,392.88,16.27,0.52,2.67
2021,1,4,15,23.55,20.73,22.14,54.17,671.7,0.05,0.06,47.38,29.23,314.48,4.58,0.12,0.6
2021,1,4,16,23.01,20.98,21.99,40.34,466.58,0.05,0.05,59.79,18.75,218.92,2.79,0.05,0.25
2021,1,4,17,22.44,21.15,21.8,40.49,249.95,0.09,0.05,71.97,17.7,115.95,2.76,0.03,0.15
2021,1,4,18,22.02,21.18,21.6,20.16,61.38,0.13,0.05,83.71,9,27.17,1.34,0.01,0.02
2021,1,4,19,21.81,21.08,21.45,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,20,21.75,20.96,21.35,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,21,21.56,20.77,21.17,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,22,21.52,20.64,21.08,0,0,-999,-999,-999,0,0,0,0,0
2021,1,4,23,21.32,20.65,20.98,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,0,21.26,20.58,20.92,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,1,20.92,20.3,20.61,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,2,20.71,20.02,20.37,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,3,20.54,19.8,20.17,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,4,20.28,19.6,19.94,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,5,20.44,19.52,19.98,64.39,70.77,0.4,0.1,83.37,27.35,30.95,2.97,0.01,0.05
2021,1,5,6,20.85,19.34,20.1,233.95,267.35,0.53,0.09,71.63,105.75,123.27,12.11,0.12,0.58
2021,1,5,7,21.4,18.85,20.12,425.18,486.58,0.59,0.08,59.45,197.48,226.9,24.7,0.44,2.17
2021,1,5,8,22.19,18.28,20.23,646.28,688.92,0.67,0.08,47.04,303.15,321.17,39.32,0.97,4.92
2021,1,5,9,23.07,17.98,20.52,830.14,829.5,0.72,0.07,34.65,381.85,380.6,49.42,1.44,7.42
2021,1,5,10,23.83,18.12,20.97,921.29,978.15,0.71,0.07,22.74,437.92,454.27,59.61,1.99,10.4
2021,1,5,11,24.37,18.51,21.44,960.02,1045.73,0.7,0.07,13.23,463.38,484.75,63.86,2.27,12.1
2021,1,5,12,24.69,18.44,21.57,971.34,1047.12,0.71,0.07,13.38,467.58,484.5,64.28,2.27,12.17
2021,1,5,13,24.7,18.32,21.51,956.7,984.92,0.74,0.07,23.01,452.58,455.62,61.2,2.03,10.75
2021,1,5,14,24.48,18.33,21.41,805.41,864.65,0.7,0.07,34.94,376.42,400.45,50.31,1.49,7.65
2021,1,5,15,24.05,18.44,21.25,665.05,695.9,0.7,0.08,47.34,310.1,322.95,39.93,0.95,4.77
2021,1,5,16,23.62,18.56,21.09,475.45,492.12,0.67,0.08,59.74,219.7,228.95,26.66,0.45,2.2
2021,1,5,17,23.14,18.66,20.9,257.27,273.33,0.59,0.09,71.93,116.15,126.42,12.62,0.11,0.55
2021,1,5,18,22.55,18.78,20.66,63.38,71.52,0.41,0.09,83.68,26.83,31.17,2.88,0.01,0.05
2021,1,5,19,21.92,18.92,20.42,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,20,21.76,19.05,20.4,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,21,21.69,19.13,20.41,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,22,21.62,19.16,20.4,0,0,-999,-999,-999,0,0,0,0,0
2021,1,5,23,21.57,19.15,20.36,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,0,21.53,19.01,20.26,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,1,21.29,18.74,20.01,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,2,21.03,18.43,19.73,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,3,20.86,18.15,19.51,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,4,20.71,18.06,19.38,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,5,20.87,18.22,19.55,33.66,65.75,0.21,0.07,83.53,14.17,28.42,1.8,0.01,0.02
2021,1,6,6,21.19,18.2,19.69,131.38,261.7,0.3,0.06,71.78,58.83,119.42,8.02,0.09,0.4
2021,1,6,7,21.41,18.03,19.72,220.35,482.35,0.31,0.07,59.59,102.88,222.7,14.83,0.28,1.38
2021,1,6,8,21.6,17.89,19.75,405.04,691.38,0.42,0.08,47.18,193.42,319.35,27.53,0.72,3.77
2021,1,6,9,21.78,17.83,19.8,502.65,862.85,0.44,0.08,34.79,240.77,397.27,34.68,1.1,5.65
2021,1,6,10,21.86,17.76,19.81,486.69,986.58,0.38,0.08,22.89,242.02,452.33,36.02,1.27,6.35
2021,1,6,11,21.87,17.73,19.8,597.05,1046.9,0.44,0.08,13.37,297.35,479.5,43.35,1.59,8.38
2021,1,6,12,21.85,17.7,19.78,577.22,1046.73,0.42,0.08,13.42,288.23,479.4,42.34,1.56,8.23
2021,1,6,13,21.86,17.63,19.75,572.75,983.27,0.45,0.08,22.99,279.1,451,40.46,1.43,7.17
2021,1,6,14,21.74,17.5,19.62,477.34,859.92,0.41,0.08,34.9,226.77,395.52,33.04,1.05,5.42
2021,1,6,15,21.42,17.36,19.39,292.51,685.58,0.3,0.08,47.3,143.77,316.12,21.31,0.57,2.98
2021,1,6,16,20.99,17.15,19.07,214.28,476.27,0.3,0.07,59.7,102.38,219.52,14.82,0.3,1.48
2021,1,6,17,20.72,16.91,18.81,82.29,256.08,0.19,0.05,71.9,38.05,116.75,5.47,0.06,0.3
2021,1,6,18,20.54,16.61,18.58,24.14,61.75,0.16,0.06,83.66,10.6,26.85,1.53,0.01,0.02
2021,1,6,19,20.48,16.2,18.33,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,20,20.49,15.73,18.11,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,21,20.48,15.31,17.9,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,22,20.38,14.99,17.69,0,0,-999,-999,-999,0,0,0,0,0
2021,1,6,23,20.2,14.78,17.49,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,0,20.04,14.58,17.31,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,1,19.9,14.31,17.11,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,2,19.77,14.16,16.97,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,3,19.69,14.2,16.95,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,4,19.7,14.31,17.01,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,5,20.1,14.53,17.31,43.66,65.17,0.28,0.07,83.69,18.58,27.98,2.4,0.01,0.05
2021,1,7,6,20.73,14.67,17.7,219.61,263.4,0.5,0.09,71.93,96.38,119,11.07,0.11,0.52
2021,1,7,7,21.08,14.75,17.91,360.91,487.55,0.51,0.08,59.73,164.27,222.75,21.24,0.39,1.9
2021,1,7,8,21.4,14.75,18.08,520.58,697.15,0.55,0.08,47.33,241.92,318.17,32.69,0.84,4.35
2021,1,7,9,21.56,14.72,18.14,555.95,870.98,0.48,0.08,34.94,261.88,396.38,37.16,1.16,5.98
2021,1,7,10,21.47,14.73,18.1,644.88,993.65,0.5,0.08,23.04,308.35,451.12,44.02,1.52,7.67
2021,1,7,11,21.42,14.8,18.11,746.66,1062.62,0.55,0.08,13.52,360.5,482.38,51.15,1.86,9.8
2021,1,7,12,21.26,14.87,18.07,766.64,1063.33,0.56,0.08,13.48,369.5,482.88,52.32,1.91,10.05
2021,1,7,13,21.25,15.01,18.12,638.74,1000.67,0.49,0.08,22.98,302.9,455.2,43.49,1.52,7.6
2021,1,7,14,21.21,15.1,18.15,550.77,878.58,0.48,0.08,34.87,261.42,400.7,37.34,1.16,5.98
2021,1,7,15,21.15,15.15,18.15,452.02,706.65,0.48,0.08,47.26,212.7,323.42,29.73,0.77,4
2021,1,7,16,20.93,15.09,18.01,298.84,499.33,0.42,0.07,59.67,138.85,229.3,19.06,0.35,1.75
2021,1,7,17,20.62,14.91,17.76,142.55,276.73,0.33,0.06,71.88,63.55,125.95,8.57,0.09,0.42
2021,1,7,18,20.09,14.67,17.38,41.13,72.25,0.27,0.07,83.65,17.05,30.92,2.12,0.01,0.02
2021,1,7,19,19.52,14.41,16.97,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,20,19.38,14.17,16.78,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,21,19.51,14.04,16.77,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,22,19.49,13.94,16.72,0,0,-999,-999,-999,0,0,0,0,0
2021,1,7,23,19.48,14.01,16.75,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,0,19.37,14.02,16.69,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,1,19.15,14.04,16.6,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,2,19.08,14.02,16.55,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,3,19.04,13.96,16.5,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,4,19,14.03,16.51,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,5,19.36,14.11,16.73,36.62,70.8,0.24,0.05,83.85,15.08,29.8,1.99,0.01,0.02
2021,1,8,6,19.81,14.07,16.94,141.16,277.85,0.33,0.06,72.08,63.27,124.9,8.63,0.09,0.42
2021,1,8,7,20.16,13.94,17.05,263.33,502.65,0.38,0.07,59.88,121.9,227.67,17.13,0.32,1.55
2021,1,8,8,20.42,13.87,17.15,381.82,712.3,0.4,0.08,47.47,178.45,322.33,25.31,0.65,3.35
2021,1,8,9,21.08,13.91,17.5,470.59,885.9,0.41,0.08,35.09,211.5,400.25,31.14,0.96,4.92
2021,1,8,10,21.5,13.91,17.7,643.26,1009.02,0.5,0.08,23.2,304.33,455.52,43.38,1.48,7.42
2021,1,8,11,21.58,13.9,17.74,739.63,1072.33,0.54,0.08,13.68,350.95,483.05,49.94,1.79,9.35
2021,1,8,12,21.62,13.95,17.79,812.55,1072.98,0.59,0.08,13.55,385.1,483.55,53.84,1.92,10.1
2021,1,8,13,21.5,14,17.75,744.85,1008.88,0.58,0.07,22.97,347.02,455.2,49.04,1.66,8.5
2021,1,8,14,21.26,14.09,17.68,668.93,884.52,0.58,0.08,34.84,309.08,400.15,42.5,1.29,6.6
2021,1,8,15,21.19,14.19,17.69,476.1,711.12,0.5,0.08,47.23,220.83,322.77,30.52,0.77,3.98
2021,1,8,16,21.04,14.24,17.64,288.73,502.12,0.41,0.07,59.65,132.35,228.4,18.36,0.34,1.65
2021,1,8,17,20.8,14.35,17.58,164.35,277.02,0.38,0.06,71.86,73.9,124.9,9.71,0.09,0.45
2021,1,8,18,20.45,14.47,17.46,54.73,71.83,0.35,0.09,83.64,22.42,30.45,2.5,0.01,0.02
2021,1,8,19,20.14,14.57,17.35,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,20,20.21,14.55,17.37,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,21,20.19,14.48,17.33,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,22,20.19,14.46,17.33,0,0,-999,-999,-999,0,0,0,0,0
2021,1,8,23,20.04,14.43,17.23,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,0,19.94,14.5,17.22,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,1,19.88,14.55,17.22,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,2,19.77,14.63,17.2,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,3,19.83,14.69,17.26,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,4,19.94,14.73,17.33,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,5,20.08,14.84,17.47,45.83,67.4,0.31,0.08,84.02,18.77,28.48,2.28,0.01,0.02
2021,1,9,6,20.53,14.82,17.67,182.87,272.45,0.42,0.07,72.23,81.77,123.15,10.27,0.09,0.48
2021,1,9,7,20.92,14.63,17.77,301.91,495.67,0.43,0.08,60.03,134.05,225.9,17.46,0.31,1.55
2021,1,9,8,21.38,14.52,17.95,490.19,704.42,0.52,0.08,47.62,227.75,320.6,31.3,0.8,4.15
2021,1,9,9,21.97,14.46,18.22,648.27,876.45,0.56,0.08,35.23,303.05,397.65,41.88,1.32,6.8
2021,1,9,10,22.48,14.48,18.48,729.49,1001.15,0.56,0.08,23.35,343.62,453.1,48.41,1.7,8.77
2021,1,9,11,22.8,14.51,18.65,806.9,1065.05,0.59,0.08,13.84,384.48,481.58,54.06,2,10.67
2021,1,9,12,23.07,14.55,18.81,953.69,1066.8,0.7,0.08,13.62,449.1,482.58,61.8,2.28,12.3
2021,1,9,13,23.15,14.51,18.83,880.87,1006.2,0.68,0.08,22.97,409.62,455.52,56.3,1.97,10.3
2021,1,9,14,23.14,14.45,18.8,793.21,885.98,0.69,0.08,34.82,363.38,401.92,49,1.53,7.92
2021,1,9,15,22.95,14.4,18.68,662.2,714.8,0.7,0.08,47.2,303.52,325.48,39.38,1,5.08
2021,1,9,16,22.7,14.36,18.53,463.06,507.75,0.65,0.08,59.62,210.38,231.95,25.84,0.47,2.3
2021,1,9,17,22.34,14.39,18.37,250.89,284.58,0.57,0.09,71.84,110.75,129.33,12.14,0.12,0.58
2021,1,9,18,21.75,14.59,18.17,43.88,41.62,0.28,0.1,83.64,17.67,17.75,2.18,0.01,0.02
2021,1,9,19,20.9,14.87,17.89,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,20,20.54,15.28,17.9,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,21,20.26,15.51,17.88,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,22,20.05,15.57,17.81,0,0,-999,-999,-999,0,0,0,0,0
2021,1,9,23,19.96,15.47,17.72,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,0,19.93,15.39,17.66,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,1,19.82,15.31,17.57,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,2,19.61,15.32,17.47,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,3,19.33,15.4,17.36,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,4,19.09,15.44,17.26,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,5,19.3,15.58,17.44,62.65,60.83,0.44,0.11,84.17,25,25.33,2.69,0.01,0.05
2021,1,10,6,20.02,15.64,17.83,267.47,264.02,0.62,0.09,72.38,115.77,117.4,12.35,0.11,0.55
2021,1,10,7,20.84,15.4,18.12,497.29,500.67,0.71,0.09,60.18,224.35,227.8,26.87,0.47,2.33
2021,1,10,8,21.88,15.17,18.53,676.01,709.35,0.71,0.08,47.77,307.55,321.6,39.48,1,5.1
2021,1,10,9,22.92,15.07,19,842.4,885.12,0.73,0.08,35.38,383.88,400.12,51.2,1.61,8.4
2021,1,10,10,23.83,15.3,19.56,965.71,1010.33,0.75,0.08,23.52,443.85,455.48,60.23,2.14,11.3
2021,1,10,11,24.44,15.98,20.21,1017.24,1078.65,0.74,0.07,14.01,475.23,486.02,65.16,2.45,13.38
2021,1,10,12,24.83,16.38,20.61,1020.02,1080.17,0.75,0.07,13.71,477.52,486.7,65.41,2.45,13.5
2021,1,10,13,24.98,16.55,20.76,964.73,1017.42,0.74,0.08,22.98,444.83,458.98,60.41,2.16,11.4
2021,1,10,14,24.94,16.51,20.72,887.52,895.08,0.77,0.07,34.8,404.2,404.73,53.62,1.7,8.88
2021,1,10,15,24.77,16.43,20.6,721.34,722.62,0.76,0.08,47.19,328.77,327.88,41.98,1.08,5.42
2021,1,10,16,24.44,16.37,20.41,518.55,514.77,0.73,0.08,59.61,234.88,234.8,28.16,0.52,2.52
2021,1,10,17,23.94,16.31,20.13,293.3,288.65,0.67,0.09,71.84,129.7,130.73,13.73,0.13,0.65
2021,1,10,18,23.11,16.5,19.8,77.25,75.73,0.49,0.11,83.65,31.8,32.15,3.18,0.01,0.05
2021,1,10,19,22.07,16.92,19.5,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,20,21.59,17.26,19.43,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,21,21.14,17.55,19.35,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,22,20.76,17.69,19.23,0,0,-999,-999,-999,0,0,0,0,0
2021,1,10,23,20.39,17.76,19.08,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,0,19.99,17.84,18.92,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,1,19.55,17.92,18.73,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,2,19.16,17.98,18.57,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,3,19.07,17.82,18.44,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,4,19.13,17.53,18.33,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,5,19.55,17.4,18.47,65.96,65.42,0.48,0.1,84.34,26.55,27.33,2.72,0.01,0.05
2021,1,11,6,20.51,17.27,18.89,277.59,273.42,0.66,0.09,72.54,121.4,122.6,12.82,0.12,0.58
2021,1,11,7,21.79,16.71,19.25,501.21,500.15,0.72,0.09,60.33,224.27,225.88,26.73,0.47,2.33
2021,1,11,8,22.86,16.22,19.54,705.08,712.33,0.75,0.08,47.91,318.25,320.9,40.49,1.02,5.15
2021,1,11,9,23.88,15.93,19.9,872.84,889.15,0.77,0.07,35.54,394.73,399.17,52.16,1.62,8.48
2021,1,11,10,24.66,16.18,20.42,984.95,1015.65,0.77,0.07,23.67,449.6,454.88,60.76,2.13,11.42
2021,1,11,11,25.21,16.36,20.78,1051.8,1084.15,0.77,0.07,14.18,487,484.88,66.24,2.45,13.55
2021,1,11,12,25.54,16.35,20.94,1051.59,1085.12,0.77,0.06,13.8,489.85,486.9,66.79,2.48,13.7
2021,1,11,13,25.64,16.24,20.94,1002.2,1024.1,0.77,0.07,22.99,458.62,458.3,61.95,2.18,11.77
2021,1,11,14,25.56,16.27,20.91,894.9,894.55,0.77,0.07,34.8,404.12,401.38,53.23,1.66,8.67
2021,1,11,15,25.31,16.37,20.83,727.91,728.12,0.76,0.08,47.17,328.8,327.42,41.91,1.07,5.38
2021,1,11,16,24.89,16.55,20.72,520.57,516.92,0.73,0.08,59.59,234.7,234.7,28.14,0.51,2.5
2021,1,11,17,24.26,16.8,20.53,294.78,287.85,0.67,0.09,71.83,129.7,129.75,13.7,0.13,0.65
2021,1,11,18,23.4,17.19,20.29,78.26,76.2,0.5,0.11,83.66,31.85,32,3.17,0.01,0.05
2021,1,11,19,22.48,17.68,20.08,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,20,22.1,17.99,20.05,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,21,21.75,18.19,19.97,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,22,21.44,18.3,19.87,0,0,-999,-999,-999,0,0,0,0,0
2021,1,11,23,21.11,18.31,19.71,0,0,-999,-999,-999,0,0,0,0,0
2021,1,12,0,20.75,18.26,19.51,0,0,-999,-999,-999,0,0,0,0,0
2021,1,12,1,20.41,18.21,19.31,0,0,-999,-999,-999,0,0,0,0,0
